ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T317,Claim,42892,43088,there has developed the problem of the Soviet Backfire - their high-performance aircraft which they say is not a long-range aircraft and which some of our people say is a intercontinental aircraft,6_1976,47,6
T318,Claim,43106,43179,"there has been the development on our part primarily, the cruise missiles",6_1976,47,7
T319,Claim,43181,43256,cruise missiles that could be launched from land-based mobile installations,6_1976,47,7
T320,Claim,43258,43396,"cruise missiles that could be launched - launched from high-performance aircraft, like the B-52s or the B-1s, which I hope we proceed with",6_1976,47,7
T321,Claim,43398,43489,cruise missiles which could be launched from either surface or submarine uh - naval vessels,6_1976,47,7
T322,Premise,43491,43596,Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation,6_1976,47,8
T323,Claim,44930,45135,"I believe that the cruise missiles which we are now developing in research and development across the spectrum from air, from the sea, or from the land, uh - can be uh - included within a SALT II agreement",6_1976,49,0
T324,Claim,45137,45230,"They are a new weapons system that has a great potential, both conventional and nuclear armed",6_1976,49,1
T325,Premise,45250,45510,"we have to make certain that the Soviet Union's Backfire, which they claim is not an intercontinental aircraft and which some of our people contend is, must also be included if we are to get the kind of agreement which is in the best interest of both countries",6_1976,49,2
T326,Claim,45516,45738,"I really believe that it - it's far better for us and for the Soviet Union, and more importantly for the people around the world, that these two superpowers find an answer for a SALT II agreement before October three, 1977",6_1976,49,3
T327,Claim,45740,45877,"I think good will on both parts, hard bargaining by both parties and a reasonable compromise will be in the best interests of all parties",6_1976,49,4
T328,Claim,45923,45992,Mr. Ford acts like he's uh - running for president for the first time,6_1976,51,0
T329,Premise,45994,46099,"He's been in office two years, and there has been absolutely no progress made toward a new SALT agreement",6_1976,51,1
T330,Premise,46101,46164,"He has learned the date of the expiration of SALT I, apparently",6_1976,51,2
T331,Claim,46267,46322,I know the limitations and capabilities of atomic power,6_1976,51,4
T332,Claim,46403,46455,the nonproliferation of atomic weapons is number one,6_1976,51,5
T333,Premise,46515,46573,Mr. Ford taken any interest in a nonproliferation movement,6_1976,51,6
T334,Premise,46575,46772,"I advocated last May in a speech at the United Nations that we move immediately as a nation to declare a complete moratorium on the testing of all nuclear devices, both weapons and peaceful devices",6_1976,51,7
T335,Premise,46779,46924,we not ship any more atomic fuel to a country that refuses to comply with strict controls over the waste which can be reprocessed into explosives,6_1976,51,7
T336,Premise,46926,47036,I've also advocated that we stop the sale by Germany and France of - processing plants for Pakistan and Brazil,6_1976,51,8
T337,Claim,47568,47700,If we continue under Mr. Ford's policy by 1985 or '90 we'll have twenty nations that have the capability of exploding atomic weapons,6_1976,51,14
T338,Claim,47702,47728,This has got to be stopped,6_1976,51,15
T339,Claim,47730,47829,That is one of the major challenges and major undertakings that I will assume as the next president,6_1976,51,16
T340,Premise,47133,47338,"Mr. Ford, again, under pressure from the atomic energy lobby, has insisted that this reprocessing or rather re-en- enrichment be done by private industry and not by the existing uh - government uh - plants",6_1976,51,11
T341,Claim,47069,47131,We also need to provide an adequate supply of enriched uranium,6_1976,51,10
T342,Claim,47340,47498,This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world,6_1976,51,12
T343,Claim,47500,47566,We now have five nations that have atomic bombs that we know about,6_1976,51,13
T344,Premise,47038,47067,Mr. Ford hasn't moved on this,6_1976,51,9
T345,Claim,48268,48270,No,6_1976,54,0
T346,Claim,48272,48303,it's not just campaign rhetoric,6_1976,54,0
T347,Claim,48305,48368,I think that militarily we are as strong as any nation on earth,6_1976,54,1
T348,Claim,48370,48472,I think we got to stay that way and continue to increase our capabilities to meet any potential threat,6_1976,54,2
T349,Premise,48478,48534,as far as strength derived from commitment to principles,6_1976,54,3
T350,Premise,48536,48596,as far as strength derived from the unity within our country,6_1976,54,3
T351,Premise,48598,48756,"as far as strength derived from the people, the Congress, the secretary of state, the president, sharing in the evolution and carrying-out of a foreign policy",6_1976,54,3
T352,Premise,48758,48960,"as far as strength derived from the respect of our own allies and friends, their assurance that we will be staunch in our commitment, that we will not deviate and that we'll give them adequate attention",6_1976,54,3
T353,Premise,48962,49136,"as far as - as strength derived from doing what's right - caring for the poor, providing food, becoming the breadbasket of the world instead of the arms merchant of the world",6_1976,54,3
T354,Claim,49158,49174,we're not strong,6_1976,54,3
T355,Claim,49182,49247,"we'll never be strong again overseas, unless we're strong at home",6_1976,54,4
T356,Claim,50107,50131,Potentially we're strong,6_1976,54,11
T357,Claim,50133,50194,Under this administration that strength has not been realized,6_1976,54,12
T358,Claim,49258,49326,our economy in such terrible disarray and getting worse by the month,6_1976,54,5
T359,Premise,49328,49420,We've got five-hundred thousand more Americans unemployed today than we had three months ago,6_1976,54,6
T360,Premise,49422,49523,We've got two and a half million more Americans out of work now than we had when Mr. Ford took office,6_1976,54,7
T361,Claim,49525,49615,This kind of deterioration in our economic strength is bound to weaken us around the world,6_1976,54,8
T362,Claim,49621,49695,we not only have uh problems at home but we export those problems overseas,6_1976,54,9
T363,Premise,49700,49765,as far as the respect of our own people toward our own government,6_1976,54,10
T364,Premise,49767,49838,as far as participating in the shaping of uh - concepts and commitments,6_1976,54,10
T365,Premise,49840,49905,as far as the trust of our country among the nations of the world,6_1976,54,10
T366,Premise,49907,50014,as far as dependence of our country in meeting the needs and obligations that we've expressed to our allies,6_1976,54,10
T367,Premise,50016,50052,as far as the respect of our country,6_1976,54,10
T368,Premise,50055,50091,even among our potential adversaries,6_1976,54,10
T369,Claim,50094,50105,we are weak,6_1976,54,10
T370,Claim,50231,50364,Governor Carter uh - brags about the unemployment during Democratic administrations and condemns the unemployment at the present time,6_1976,56,0
T371,Premise,50366,50498,"I must remind him that we're at peace and during the period that he brags about unemployment being low, the United States was at war",6_1976,56,1
T372,Premise,50573,50726,"I have recommended to the Congress that we develop the uranium enrichment plant at Portsmouth, Ohio, which is a publicly owned - U.S. government facility",6_1976,56,3
T373,Premise,50731,50851,have indicated that the private program which would follow on in Alabama is one that may or may not uhh - be constructed,6_1976,56,3
T374,Claim,50857,50902,"I am committed to the one at Portsmouth, Ohio",6_1976,56,4
T375,Claim,50962,51041,The foreign policy of the United States meets the highest standards of morality,6_1976,56,6
T376,Claim,51410,51524,The Ford administration wants to eradicate hunger and disease in our underdeveloped countries throughout the world,6_1976,56,9
T377,Claim,51659,51799,Those are initiatives in foreign policy which are of the highest moral standard and that is indicative of the foreign policy of this country,6_1976,56,11
T378,Claim,53175,53260,I believe that uh - our foreign policy must express the highest standards of morality,6_1976,59,0
T379,Claim,53266,53419,the initiatives that we took in southern Africa are the best examples of what this administration is doing and will continue to do in the next four years,6_1976,59,1
T380,Premise,53421,53588,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world",6_1976,59,2
T381,Premise,53590,53794,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa",6_1976,59,3
T382,Premise,53799,54002,"the United States, seeking to preserve the principle of self-determination, to eliminate the possibility of bloodshed, to protect the rights of the minority as we insisted upon the rights of the majority",6_1976,59,4
T383,Claim,54009,54088,I believe followed the good conscience of the American people in foreign policy,6_1976,59,4
T384,Claim,54094,54126,I believe that we used our skill,6_1976,59,5
T385,Premise,54128,54254,"Secretary of State Kissinger has done a superb job in working with the black African nations, the so-called front-line nations",6_1976,59,6
T386,Premise,54256,54414,"He has done a superb job in getting the prime minister of South Africa, Mr. Vorster, to agree that the time had come for a solution to the problem of Rhodesia",6_1976,59,7
T387,Premise,54416,54673,"Secretary Kissinger, in his meeting with uh - Prime Minister Smith of Rhodesia, was able to convince him that it was in the best interests of whites as well as blacks in Rhodesia to find an answer for a transitional government and then a majority government",6_1976,59,8
T388,Claim,54675,54787,"This is a perfect example of the kind of leadership that the United States, under this administration, has taken",6_1976,59,9
